 Substance:BZO200d       2023/12/04 18:04:07                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: S(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
   3.402    0.996     0.278  -1.014   0.587  -0.235   0.516     0.361  -0.224   0.509  -0.275   0.360    -0.242   0.516  -0.258  -0.258   0.375
   3.425    0.649     0.142  -0.610   0.310  -0.128   0.359     0.182  -0.124   0.358  -0.156   0.182    -0.138   0.356  -0.141  -0.139   0.197
   3.448    0.337     0.016  -0.259   0.050  -0.029   0.223     0.017  -0.030   0.228  -0.043   0.020    -0.042   0.215  -0.032  -0.026   0.031
   3.472    0.121    -0.077  -0.032  -0.144   0.043   0.138    -0.105   0.039   0.146   0.042  -0.099     0.031   0.124   0.048   0.058  -0.093
   3.495    0.018    -0.126   0.068  -0.250   0.082   0.104    -0.170   0.078   0.111   0.090  -0.161     0.073   0.085   0.092   0.104  -0.161
   3.519    0.016    -0.132   0.104  -0.267   0.087   0.096    -0.177   0.085   0.098   0.097  -0.167     0.082   0.073   0.097   0.110  -0.171
   3.542    0.094    -0.096   0.170  -0.196   0.060   0.076    -0.130   0.061   0.072   0.066  -0.119     0.061   0.054   0.065   0.076  -0.126
   3.566    0.233    -0.022   0.336  -0.046   0.006   0.017    -0.032   0.008   0.006  -0.001  -0.023     0.010  -0.001  -0.001   0.008  -0.032
   3.589    0.410     0.080   0.616   0.165  -0.069  -0.087     0.103  -0.068  -0.104  -0.094   0.108    -0.063  -0.097  -0.093  -0.088   0.101
   3.613    0.597     0.194   0.952   0.400  -0.151  -0.216     0.252  -0.154  -0.235  -0.196   0.253    -0.147  -0.217  -0.193  -0.193   0.248
   3.636    0.754     0.291   1.249   0.603  -0.223  -0.331     0.381  -0.228  -0.351  -0.283   0.376    -0.221  -0.324  -0.279  -0.282   0.375
   3.660    0.838     0.345   1.408   0.717  -0.262  -0.396     0.453  -0.271  -0.413  -0.329   0.444    -0.264  -0.383  -0.327  -0.331   0.447
   3.683    0.820     0.338   1.380   0.705  -0.258  -0.390     0.445  -0.268  -0.404  -0.322   0.434    -0.262  -0.375  -0.320  -0.324   0.440
   3.706    0.702     0.272   1.176   0.567  -0.210  -0.316     0.359  -0.219  -0.328  -0.261   0.348    -0.215  -0.303  -0.260  -0.262   0.356
   3.730    0.518     0.167   0.865   0.348  -0.134  -0.201     0.221  -0.139  -0.213  -0.167   0.212    -0.137  -0.191  -0.168  -0.165   0.221
   3.753    0.320     0.054   0.539   0.112  -0.052  -0.078     0.072  -0.053  -0.092  -0.067   0.067    -0.053  -0.073  -0.069  -0.062   0.075
   3.777    0.162    -0.037   0.275  -0.082   0.016   0.022    -0.050   0.019   0.004   0.015  -0.051     0.017   0.025   0.011   0.020  -0.044
   3.800    0.070    -0.092   0.114  -0.200   0.059   0.084    -0.125   0.064   0.063   0.067  -0.122     0.060   0.087   0.060   0.069  -0.118
   3.824    0.040    -0.112   0.050  -0.245   0.078   0.109    -0.153   0.082   0.086   0.087  -0.150     0.076   0.114   0.078   0.086  -0.146
   3.847    0.043    -0.110   0.048  -0.243   0.081   0.108    -0.152   0.081   0.087   0.088  -0.149     0.075   0.117   0.077   0.082  -0.146
   3.871    0.045    -0.102   0.068  -0.226   0.078   0.096    -0.141   0.073   0.080   0.082  -0.139     0.065   0.108   0.069   0.071  -0.136
   3.894    0.032    -0.098   0.082  -0.215   0.075   0.085    -0.132   0.065   0.075   0.076  -0.132     0.057   0.098   0.064   0.063  -0.131
   3.918    0.014    -0.100   0.083  -0.216   0.074   0.083    -0.131   0.062   0.077   0.075  -0.132     0.052   0.092   0.065   0.062  -0.132
   3.941    0.016    -0.103   0.076  -0.222   0.076   0.088    -0.133   0.063   0.085   0.078  -0.134     0.052   0.090   0.070   0.066  -0.136
   3.965    0.048    -0.106   0.073  -0.228   0.077   0.098    -0.134   0.068   0.095   0.084  -0.135     0.054   0.091   0.077   0.073  -0.139
   3.988    0.087    -0.106   0.076  -0.230   0.077   0.106    -0.134   0.072   0.101   0.089  -0.134     0.058   0.090   0.082   0.080  -0.140
   4.011    0.084    -0.105   0.081  -0.232   0.071   0.108    -0.134   0.071   0.100   0.088  -0.133     0.059   0.085   0.081   0.082  -0.140
   4.035    0.012    -0.106   0.081  -0.236   0.062   0.100    -0.136   0.066   0.091   0.082  -0.136     0.057   0.075   0.074   0.078  -0.141
   4.058   -0.091    -0.109   0.074  -0.242   0.051   0.089    -0.139   0.057   0.081   0.072  -0.140     0.054   0.066   0.065   0.072  -0.145
   4.082   -0.090    -0.108   0.072  -0.242   0.048   0.088    -0.138   0.055   0.083   0.069  -0.140     0.058   0.071   0.065   0.073  -0.145
   4.105    0.201    -0.100   0.093  -0.223   0.066   0.113    -0.125   0.072   0.113   0.088  -0.130     0.080   0.106   0.088   0.093  -0.134
   4.129    0.936    -0.079   0.156  -0.177   0.115   0.180    -0.096   0.119   0.185   0.140  -0.102     0.130   0.182   0.145   0.145  -0.107
   4.152    2.122    -0.045   0.263  -0.104   0.195   0.289    -0.051   0.198   0.299   0.227  -0.057     0.208   0.299   0.236   0.229  -0.063
   4.176    3.570    -0.003   0.393  -0.015   0.293   0.424     0.005   0.295   0.437   0.334  -0.003     0.302   0.439   0.346   0.331  -0.009
   4.199    4.920     0.036   0.509   0.070   0.385   0.553     0.056   0.387   0.568   0.433   0.049     0.388   0.570   0.445   0.426   0.043
   4.223    5.775     0.062   0.576   0.127   0.443   0.637     0.090   0.444   0.654   0.496   0.083     0.441   0.655   0.506   0.484   0.078
   4.246    5.863     0.066   0.575   0.137   0.451   0.649     0.092   0.451   0.665   0.502   0.087     0.443   0.665   0.508   0.488   0.085
   4.269    5.154     0.044   0.513   0.093   0.408   0.583     0.061   0.405   0.596   0.453   0.058     0.397   0.595   0.454   0.437   0.058
   4.293    3.878     0.002   0.416   0.007   0.330   0.458     0.003   0.324   0.468   0.365   0.003     0.318   0.467   0.362   0.349   0.005
   4.316    2.425    -0.045   0.312  -0.093   0.240   0.315    -0.062   0.232   0.319   0.264  -0.060     0.228   0.320   0.260   0.250  -0.056
   4.340    1.188    -0.080   0.204  -0.165   0.156   0.197    -0.111   0.146   0.197   0.172  -0.105     0.147   0.201   0.167   0.161  -0.100
   4.363    0.424    -0.083   0.077  -0.173   0.084   0.142    -0.118   0.075   0.137   0.095  -0.110     0.080   0.143   0.092   0.089  -0.105
   4.387    0.181    -0.046  -0.097  -0.094   0.020   0.160    -0.070   0.014   0.152   0.027  -0.060     0.021   0.159   0.026   0.026  -0.056
   4.410    0.330     0.029  -0.328   0.065  -0.045   0.240     0.028  -0.048   0.230  -0.042   0.038    -0.038   0.237  -0.040  -0.037   0.041
   4.434    0.656     0.124  -0.591   0.267  -0.114   0.349     0.153  -0.113   0.341  -0.115   0.163    -0.101   0.346  -0.111  -0.105   0.165
   4.457    0.957     0.212  -0.829   0.456  -0.178   0.448     0.269  -0.173   0.443  -0.183   0.278    -0.161   0.445  -0.180  -0.169   0.279
   4.481    1.109     0.265  -0.975   0.573  -0.221   0.505     0.342  -0.214   0.504  -0.229   0.348    -0.200   0.503  -0.227  -0.213   0.349
   4.504    1.079     0.266  -0.985   0.578  -0.226   0.504     0.347  -0.220   0.506  -0.235   0.349    -0.205   0.503  -0.236  -0.220   0.352
   4.528    0.906     0.214  -0.858   0.469  -0.189   0.449     0.283  -0.184   0.454  -0.197   0.281    -0.169   0.450  -0.200  -0.183   0.285
   4.551    0.660     0.126  -0.636   0.282  -0.121   0.360     0.171  -0.117   0.366  -0.126   0.167    -0.104   0.362  -0.129  -0.113   0.171
   4.574    0.414     0.032  -0.374   0.077  -0.045   0.259     0.049  -0.041   0.264  -0.046   0.045    -0.032   0.261  -0.049  -0.036   0.048
   4.598    0.225    -0.038  -0.119  -0.078   0.012   0.164    -0.043   0.017   0.168   0.014  -0.046     0.020   0.164   0.012   0.022  -0.044
   4.621    0.130    -0.062   0.110  -0.138   0.031   0.079    -0.077   0.037   0.083   0.035  -0.078     0.035   0.078   0.033   0.041  -0.077
   4.645    0.139    -0.037   0.318  -0.090   0.008   0.001    -0.046   0.018   0.006   0.014  -0.045     0.009  -0.001   0.012   0.018  -0.047
   4.668    0.232     0.024   0.510   0.037  -0.041  -0.075     0.031  -0.030  -0.068  -0.034   0.035    -0.042  -0.077  -0.037  -0.032   0.031
   4.692    0.366     0.096   0.677   0.191  -0.096  -0.146     0.124  -0.084  -0.138  -0.087   0.128    -0.099  -0.148  -0.092  -0.086   0.124
   4.715    0.481     0.151   0.795   0.312  -0.135  -0.199     0.195  -0.123  -0.191  -0.125   0.200    -0.139  -0.200  -0.131  -0.124   0.195
   4.739    0.527     0.168   0.837   0.356  -0.148  -0.214     0.218  -0.138  -0.208  -0.138   0.223    -0.153  -0.216  -0.143  -0.136   0.219
   4.762    0.482     0.141   0.788   0.308  -0.134  -0.181     0.186  -0.128  -0.179  -0.125   0.191    -0.139  -0.183  -0.129  -0.123   0.188
   4.786    0.367     0.083   0.658   0.192  -0.100  -0.109     0.113  -0.097  -0.112  -0.092   0.118    -0.105  -0.111  -0.096  -0.090   0.116
   4.809    0.254     0.016   0.474   0.052  -0.049  -0.031     0.026  -0.049  -0.036  -0.041   0.031    -0.052  -0.033  -0.044  -0.039   0.030
   4.832    0.235    -0.035   0.266  -0.058   0.021   0.010    -0.041   0.018   0.003   0.034  -0.036     0.020   0.007   0.030   0.033  -0.036
   4.856    0.392    -0.050   0.056  -0.097   0.117  -0.026    -0.063   0.112  -0.032   0.139  -0.060     0.116  -0.029   0.134   0.134  -0.058
   4.879    0.750    -0.025  -0.147  -0.055   0.240  -0.149    -0.034   0.234  -0.153   0.277  -0.033     0.240  -0.153   0.271   0.267  -0.030
   4.903    1.251     0.030  -0.333   0.049   0.378  -0.334     0.033   0.373  -0.335   0.433   0.032     0.379  -0.339   0.428   0.421   0.036
   4.926    1.763     0.093  -0.488   0.170   0.507  -0.525     0.110   0.503  -0.524   0.579   0.107     0.508  -0.531   0.576   0.566   0.111
   4.950    2.118     0.138  -0.590   0.260   0.593  -0.661     0.168   0.592  -0.657   0.677   0.162     0.594  -0.668   0.677   0.665   0.166
   4.973    2.183     0.149  -0.614   0.282   0.611  -0.698     0.184   0.612  -0.690   0.697   0.177     0.613  -0.705   0.699   0.687   0.179
   4.997    1.930     0.123  -0.550   0.231   0.553  -0.626     0.153   0.557  -0.615   0.631   0.145     0.556  -0.633   0.636   0.624   0.146
   5.020    1.459     0.070  -0.413   0.124   0.440  -0.470     0.089   0.444  -0.457   0.503   0.080     0.443  -0.477   0.508   0.498   0.078
   5.044    0.971     0.009  -0.235   0.001   0.308  -0.274     0.014   0.311  -0.261   0.354   0.004     0.312  -0.281   0.359   0.350   0.001
   5.067    0.685    -0.041  -0.055  -0.100   0.199  -0.083    -0.048   0.199  -0.071   0.230  -0.057     0.203  -0.089   0.235   0.226  -0.062
   5.091    0.743    -0.068   0.094  -0.155   0.140   0.076    -0.081   0.136   0.084   0.163  -0.089     0.144   0.071   0.166   0.157  -0.094
   5.114    1.141    -0.069   0.197  -0.159   0.135   0.194    -0.083   0.128   0.194   0.155  -0.091     0.138   0.189   0.159   0.149  -0.095
   5.137    1.729    -0.055   0.258  -0.130   0.167   0.273    -0.065   0.157   0.266   0.189  -0.071     0.169   0.268   0.193   0.182  -0.074
   5.161    2.273    -0.036   0.290  -0.092   0.209   0.318    -0.042   0.197   0.305   0.233  -0.046     0.209   0.313   0.238   0.226  -0.048
   5.184    2.556    -0.027   0.304  -0.070   0.235   0.332    -0.030   0.222   0.316   0.259  -0.033     0.233   0.327   0.265   0.255  -0.032
   5.208    2.473    -0.032   0.302  -0.076   0.234   0.317    -0.037   0.222   0.300   0.256  -0.038     0.231   0.311   0.263   0.253  -0.035
   5.231    2.061    -0.048   0.278  -0.104   0.207   0.277    -0.057   0.198   0.265   0.224  -0.057     0.204   0.272   0.232   0.223  -0.053
   5.255    1.477    -0.065   0.219  -0.134   0.163   0.228    -0.079   0.157   0.222   0.174  -0.078     0.160   0.224   0.182   0.174  -0.073
   5.278    0.915    -0.069   0.120  -0.138   0.110   0.188    -0.086   0.110   0.189   0.117  -0.083     0.109   0.186   0.123   0.117  -0.079
   5.302    0.527    -0.051  -0.015  -0.100   0.057   0.173    -0.065   0.061   0.180   0.057  -0.060     0.057   0.174   0.061   0.057  -0.058
   5.325    0.367    -0.011  -0.170  -0.017   0.006   0.188    -0.016   0.013   0.198  -0.002  -0.010     0.007   0.191   0.001  -0.001  -0.009
   5.349    0.391     0.039  -0.319   0.087  -0.038   0.226     0.046  -0.029   0.235  -0.053   0.054    -0.036   0.230  -0.052  -0.052   0.053
   5.372    0.494     0.082  -0.437   0.175  -0.068   0.270     0.101  -0.060   0.274  -0.089   0.108    -0.065   0.274  -0.090  -0.087   0.106
   5.396    0.574     0.101  -0.501   0.212  -0.078   0.300     0.125  -0.072   0.300  -0.101   0.132    -0.073   0.302  -0.104  -0.098   0.128
   5.419    0.571     0.087  -0.496   0.183  -0.064   0.305     0.110  -0.062   0.298  -0.087   0.115    -0.059   0.303  -0.090  -0.083   0.111
   5.442    0.494     0.051  -0.411   0.107  -0.037   0.276     0.066  -0.038   0.266  -0.053   0.069    -0.030   0.270  -0.059  -0.050   0.066
   5.466    0.393     0.015  -0.244   0.030  -0.010   0.214     0.020  -0.015   0.203  -0.019   0.021    -0.003   0.205  -0.026  -0.017   0.019
   5.489    0.333     0.003   0.000   0.005  -0.004   0.122     0.005  -0.009   0.112  -0.005   0.003     0.005   0.111  -0.013  -0.006   0.004
   5.513    0.352     0.031   0.303   0.064  -0.027   0.008     0.039  -0.032   0.002  -0.027   0.037    -0.020  -0.001  -0.034  -0.029   0.039
   5.536    0.451     0.096   0.625   0.201  -0.078  -0.114     0.120  -0.082  -0.114  -0.081   0.118    -0.073  -0.119  -0.087  -0.084   0.122
   5.560    0.588     0.178   0.911   0.373  -0.141  -0.223     0.223  -0.142  -0.218  -0.151   0.221    -0.140  -0.223  -0.154  -0.154   0.226
   5.583    0.705     0.244   1.104   0.514  -0.191  -0.296     0.307  -0.190  -0.287  -0.210   0.307    -0.195  -0.293  -0.209  -0.212   0.311
   5.607    0.749     0.270   1.159   0.568  -0.210  -0.318     0.340  -0.206  -0.306  -0.234   0.341    -0.219  -0.313  -0.230  -0.235   0.343
   5.630    0.701     0.243   1.068   0.511  -0.189  -0.283     0.307  -0.185  -0.270  -0.215   0.309    -0.202  -0.279  -0.209  -0.215   0.309
   5.654    0.577     0.172   0.861   0.363  -0.135  -0.205     0.219  -0.131  -0.190  -0.158   0.222    -0.150  -0.202  -0.151  -0.157   0.220
   5.677    0.420     0.080   0.602   0.170  -0.065  -0.107     0.105  -0.063  -0.091  -0.082   0.107    -0.080  -0.105  -0.075  -0.080   0.105
   5.700    0.278    -0.007   0.358  -0.010  -0.000  -0.016    -0.003   0.001   0.002  -0.009  -0.001    -0.012  -0.013  -0.003  -0.006  -0.003
   5.724    0.184    -0.068   0.180  -0.139   0.047   0.051    -0.080   0.047   0.069   0.044  -0.078     0.038   0.057   0.048   0.049  -0.080
   5.747    0.140    -0.100   0.084  -0.204   0.070   0.086    -0.119   0.069   0.105   0.071  -0.118     0.066   0.097   0.074   0.079  -0.119
   5.771    0.125    -0.108   0.055  -0.221   0.075   0.096    -0.129   0.072   0.113   0.077  -0.129     0.074   0.111   0.079   0.087  -0.128
   5.794    0.114    -0.103   0.065  -0.215   0.070   0.090    -0.125   0.066   0.107   0.070  -0.125     0.071   0.109   0.073   0.084  -0.123
   5.818    0.101    -0.098   0.083  -0.207   0.065   0.082    -0.119   0.060   0.097   0.062  -0.120     0.067   0.102   0.065   0.078  -0.117
   5.841    0.111    -0.095   0.096  -0.206   0.065   0.080    -0.117   0.059   0.093   0.060  -0.119     0.067   0.100   0.064   0.078  -0.115
   5.865    0.188    -0.093   0.101  -0.207   0.073   0.090    -0.115   0.066   0.102   0.067  -0.119     0.074   0.108   0.072   0.084  -0.115
   5.888    0.369    -0.089   0.108  -0.200   0.087   0.112    -0.110   0.081   0.124   0.082  -0.115     0.086   0.129   0.088   0.099  -0.112
   5.912    0.655    -0.079   0.122  -0.183   0.104   0.145    -0.098   0.101   0.154   0.103  -0.104     0.104   0.159   0.110   0.118  -0.101
   5.935    0.991    -0.068   0.148  -0.158   0.123   0.180    -0.083   0.123   0.187   0.127  -0.089     0.123   0.191   0.135   0.141  -0.088
   5.959    1.286    -0.059   0.180  -0.141   0.141   0.207    -0.072   0.144   0.211   0.151  -0.077     0.141   0.214   0.160   0.163  -0.077
   5.982    1.446    -0.059   0.209  -0.139   0.154   0.221    -0.071   0.159   0.219   0.169  -0.074     0.153   0.223   0.178   0.179  -0.075
   6.005    1.425    -0.064   0.219  -0.150   0.157   0.218    -0.078   0.163   0.212   0.175  -0.079     0.155   0.215   0.182   0.182  -0.081
   6.029    1.245    -0.068   0.188  -0.157   0.142   0.206    -0.081   0.148   0.198   0.161  -0.082     0.140   0.200   0.167   0.165  -0.084
   6.052    0.994    -0.056   0.099  -0.132   0.108   0.201    -0.067   0.112   0.192   0.124  -0.067     0.104   0.194   0.126   0.124  -0.069
   6.076    0.778    -0.020  -0.056  -0.055   0.053   0.217    -0.022   0.055   0.207   0.064  -0.023     0.049   0.210   0.062   0.061  -0.025
   6.099    0.676     0.040  -0.265   0.074  -0.013   0.258     0.051  -0.013   0.249  -0.009   0.051    -0.019   0.254  -0.016  -0.015   0.048
   6.123    0.695     0.110  -0.493   0.226  -0.078   0.320     0.137  -0.079   0.311  -0.081   0.137    -0.085   0.319  -0.092  -0.090   0.135
   6.146    0.781     0.169  -0.686   0.355  -0.127   0.382     0.210  -0.128   0.372  -0.134   0.210    -0.135   0.383  -0.148  -0.147   0.207
   6.170    0.848     0.196  -0.790   0.418  -0.149   0.420     0.244  -0.150   0.410  -0.158   0.245    -0.158   0.422  -0.174  -0.172   0.243
   6.193    0.836     0.186  -0.768   0.399  -0.142   0.416     0.232  -0.143   0.405  -0.149   0.233    -0.150   0.417  -0.165  -0.164   0.230
   6.217    0.740     0.145  -0.613   0.315  -0.112   0.361     0.183  -0.113   0.350  -0.117   0.184    -0.120   0.359  -0.132  -0.132   0.181
   6.240    0.607     0.096  -0.351   0.212  -0.075   0.264     0.123  -0.077   0.253  -0.078   0.125    -0.082   0.258  -0.090  -0.091   0.122
   6.263    0.503     0.061  -0.034   0.139  -0.047   0.144     0.081  -0.049   0.134  -0.051   0.082    -0.052   0.135  -0.060  -0.060   0.080
   6.287    0.467     0.054   0.276   0.123  -0.038   0.029     0.071  -0.041   0.020  -0.045   0.073    -0.041   0.018  -0.051  -0.052   0.071
   6.310    0.487     0.071   0.526   0.155  -0.050  -0.057     0.089  -0.052  -0.065  -0.062   0.093    -0.050  -0.070  -0.066  -0.067   0.092
   6.334    0.521     0.094   0.678   0.202  -0.070  -0.102     0.115  -0.072  -0.110  -0.088   0.120    -0.069  -0.115  -0.090  -0.092   0.120
   6.357    0.529     0.106   0.718   0.224  -0.084  -0.108     0.127  -0.085  -0.115  -0.105   0.133    -0.081  -0.121  -0.105  -0.108   0.134
   6.381    0.515     0.097   0.649   0.200  -0.073  -0.090     0.113  -0.073  -0.097  -0.092   0.120    -0.070  -0.102  -0.092  -0.095   0.121
   6.404    0.521     0.070   0.495   0.139  -0.026  -0.074     0.079  -0.027  -0.081  -0.038   0.085    -0.023  -0.085  -0.038  -0.041   0.086
   6.428    0.598     0.039   0.288   0.072   0.054  -0.083     0.043   0.053  -0.088   0.054   0.046     0.057  -0.091   0.055   0.052   0.047
   6.451    0.754     0.017   0.068   0.029   0.155  -0.128     0.020   0.153  -0.130   0.168   0.021     0.157  -0.133   0.168   0.168   0.021
   6.475    0.943     0.012  -0.128   0.022   0.252  -0.202     0.018   0.249  -0.203   0.279   0.016     0.255  -0.204   0.278   0.280   0.017
   6.498    1.084     0.018  -0.267   0.040   0.323  -0.283     0.031   0.320  -0.281   0.361   0.027     0.328  -0.282   0.359   0.362   0.028
   6.522    1.128     0.024  -0.331   0.057   0.353  -0.335     0.042   0.352  -0.333   0.397   0.038     0.362  -0.332   0.396   0.399   0.039
   6.545    1.113     0.023  -0.315   0.054   0.344  -0.328     0.042   0.344  -0.326   0.389   0.038     0.355  -0.324   0.389   0.389   0.039
   6.568    1.167     0.013  -0.229   0.029   0.310  -0.246     0.030   0.311  -0.246   0.354   0.027     0.323  -0.243   0.355   0.352   0.027
   6.592    1.444     0.002  -0.091  -0.000   0.275  -0.097     0.013   0.277  -0.100   0.316   0.012     0.288  -0.094   0.319   0.312   0.012
   6.615    2.020    -0.003   0.074  -0.016   0.259   0.091     0.004   0.261   0.085   0.298   0.004     0.270   0.093   0.303   0.293   0.005
   6.639    2.821     0.001   0.238  -0.009   0.271   0.276     0.006   0.272   0.267   0.310   0.007     0.278   0.277   0.314   0.304   0.008
   6.662    3.626     0.011   0.374   0.013   0.302   0.418     0.016   0.303   0.406   0.343   0.017     0.304   0.418   0.345   0.337   0.019
   6.686    4.155     0.018   0.455   0.034   0.332   0.493     0.025   0.331   0.478   0.373   0.025     0.328   0.493   0.374   0.369   0.027
   6.709    4.206     0.020   0.460   0.042   0.336   0.499     0.027   0.335   0.484   0.376   0.027     0.329   0.498   0.374   0.373   0.028
   6.733    3.754     0.018   0.379   0.042   0.299   0.456     0.026   0.297   0.442   0.336   0.025     0.289   0.455   0.332   0.333   0.024
   6.756    2.957     0.022   0.216   0.053   0.220   0.397     0.031   0.219   0.386   0.253   0.030     0.211   0.397   0.248   0.250   0.028
   6.780    2.080     0.040  -0.008   0.090   0.115   0.351     0.051   0.116   0.344   0.144   0.051     0.108   0.352   0.139   0.141   0.048
   6.803    1.365     0.071  -0.251   0.155   0.010   0.334     0.088   0.011   0.332   0.036   0.088     0.005   0.336   0.031   0.032   0.086
   6.826    0.933     0.108  -0.461   0.229  -0.072   0.342     0.130  -0.070   0.343  -0.047   0.131    -0.075   0.346  -0.051  -0.050   0.130
   6.850    0.761     0.134  -0.589   0.281  -0.117   0.357     0.160  -0.114   0.360  -0.092   0.161    -0.117   0.362  -0.094  -0.094   0.163
   6.873    0.733     0.138  -0.604   0.287  -0.123   0.355     0.164  -0.119   0.359  -0.099   0.166    -0.123   0.362  -0.100  -0.099   0.169
   6.897    0.723     0.118  -0.501   0.244  -0.103   0.320     0.140  -0.098   0.324  -0.079   0.142    -0.102   0.329  -0.079  -0.078   0.147
   6.920    0.665     0.083  -0.307   0.169  -0.071   0.250     0.099  -0.066   0.256  -0.050   0.100    -0.069   0.261  -0.049  -0.046   0.105
   6.944    0.559     0.047  -0.069   0.094  -0.043   0.159     0.057  -0.037   0.167  -0.025   0.058    -0.040   0.172  -0.023  -0.019   0.063
   6.967    0.447     0.023   0.156   0.042  -0.027   0.068     0.029  -0.020   0.078  -0.011   0.029    -0.022   0.084  -0.009  -0.005   0.032
   6.991    0.369     0.012   0.325   0.020  -0.022  -0.003     0.019  -0.015   0.010  -0.008   0.018    -0.015   0.015  -0.005  -0.001   0.018
   7.014    0.341     0.012   0.412   0.018  -0.021  -0.040     0.019  -0.014  -0.026  -0.008   0.016    -0.013  -0.021  -0.006  -0.002   0.015
   7.038    0.350     0.011   0.420   0.014  -0.018  -0.042     0.018  -0.012  -0.029  -0.004   0.014    -0.008  -0.023  -0.003   0.000   0.012
   7.061    0.367     0.002   0.369  -0.007  -0.007  -0.019     0.007  -0.002  -0.007   0.008   0.001     0.003  -0.001   0.009   0.011   0.000
   7.085    0.367    -0.016   0.289  -0.049   0.011   0.017    -0.016   0.015   0.026   0.027  -0.023     0.021   0.032   0.028   0.028  -0.023
   7.108    0.328    -0.041   0.207  -0.104   0.032   0.051    -0.047   0.034   0.057   0.047  -0.054     0.041   0.062   0.049   0.048  -0.053
   7.131    0.250    -0.066   0.140  -0.159   0.049   0.074    -0.079   0.049   0.078   0.063  -0.084     0.056   0.079   0.067   0.065  -0.082
   7.155    0.163    -0.085   0.096  -0.199   0.059   0.087    -0.102   0.057   0.087   0.071  -0.106     0.064   0.085   0.076   0.074  -0.103
   7.178    0.132    -0.093   0.078  -0.217   0.064   0.096    -0.112   0.061   0.092   0.075  -0.114     0.067   0.087   0.081   0.079  -0.111
   7.202    0.252    -0.090   0.084  -0.209   0.073   0.112    -0.108   0.068   0.104   0.083  -0.108     0.075   0.097   0.090   0.088  -0.107
   7.225    0.606    -0.077   0.117  -0.178   0.093   0.147    -0.091   0.089   0.137   0.105  -0.089     0.095   0.129   0.112   0.110  -0.090
   7.249    1.215    -0.057   0.173  -0.132   0.131   0.206    -0.066   0.127   0.194   0.146  -0.063     0.132   0.186   0.152   0.151  -0.065
   7.272    1.997    -0.034   0.244  -0.081   0.184   0.282    -0.038   0.180   0.269   0.202  -0.035     0.184   0.263   0.208   0.207  -0.038
   7.296    2.774    -0.014   0.315  -0.036   0.239   0.358    -0.013   0.235   0.345   0.261  -0.011     0.238   0.340   0.267   0.265  -0.014
