 Substance:Al_U       2023/12/12 09:51:13                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Xray            12.9937 91.9693
 Masks	:        1       1
 Smoothing FWHM [Å]   9.99999940E-02

 Output: g(r)
 Partials index        1  1    1  2    2  2
   r [A]   Total       Al_Al   Al_U   U_U
  12.720    1.021     0.387   0.482   0.152
  12.740    1.016     0.386   0.478   0.152
  12.760    1.012     0.385   0.476   0.151
  12.780    1.009     0.384   0.474   0.151
  12.800    1.008     0.383   0.473   0.151
  12.820    1.006     0.383   0.473   0.150
  12.840    1.004     0.383   0.473   0.148
  12.860    1.000     0.384   0.471   0.146
  12.880    0.997     0.384   0.469   0.144
  12.900    0.994     0.384   0.467   0.143
  12.920    0.993     0.384   0.466   0.144
  12.940    0.993     0.384   0.464   0.145
  12.960    0.993     0.384   0.463   0.146
  12.980    0.993     0.383   0.461   0.148
  13.000    0.993     0.382   0.460   0.150
  13.020    0.991     0.381   0.458   0.152
  13.040    0.988     0.380   0.457   0.151
  13.060    0.983     0.379   0.456   0.149
  13.080    0.978     0.378   0.455   0.145
  13.100    0.974     0.377   0.455   0.142
  13.120    0.971     0.377   0.454   0.140
  13.140    0.969     0.377   0.453   0.138
  13.160    0.966     0.377   0.451   0.137
  13.180    0.962     0.377   0.449   0.136
  13.200    0.959     0.376   0.447   0.136
  13.220    0.957     0.375   0.447   0.135
  13.240    0.957     0.375   0.447   0.135
  13.260    0.958     0.375   0.448   0.135
  13.280    0.958     0.375   0.448   0.135
  13.300    0.959     0.375   0.449   0.135
  13.320    0.960     0.375   0.450   0.135
  13.340    0.962     0.374   0.451   0.137
  13.360    0.964     0.373   0.451   0.139
  13.380    0.966     0.373   0.451   0.142
  13.400    0.967     0.372   0.451   0.144
  13.420    0.969     0.373   0.451   0.145
  13.440    0.969     0.374   0.450   0.145
  13.460    0.968     0.375   0.450   0.143
  13.480    0.966     0.376   0.449   0.141
  13.500    0.962     0.377   0.447   0.138
  13.520    0.959     0.377   0.446   0.136
  13.540    0.956     0.376   0.446   0.134
  13.560    0.955     0.376   0.445   0.134
  13.580    0.955     0.376   0.445   0.134
  13.600    0.955     0.375   0.445   0.134
  13.620    0.955     0.375   0.446   0.134
  13.640    0.955     0.375   0.447   0.133
  13.660    0.956     0.376   0.449   0.132
  13.680    0.957     0.376   0.450   0.132
  13.700    0.960     0.377   0.450   0.133
  13.720    0.963     0.378   0.449   0.136
  13.740    0.965     0.379   0.448   0.138
  13.760    0.965     0.379   0.448   0.138
  13.780    0.966     0.380   0.449   0.137
  13.800    0.966     0.380   0.450   0.136
  13.820    0.968     0.380   0.451   0.137
  13.840    0.970     0.381   0.452   0.138
  13.860    0.970     0.381   0.451   0.138
  13.880    0.969     0.381   0.451   0.136
  13.900    0.968     0.382   0.452   0.134
  13.920    0.969     0.382   0.453   0.133
  13.940    0.971     0.383   0.456   0.133
  13.960    0.974     0.383   0.459   0.133
  13.980    0.978     0.383   0.461   0.133
  14.000    0.980     0.383   0.462   0.134
  14.020    0.981     0.384   0.462   0.135
  14.040    0.981     0.384   0.461   0.136
  14.060    0.981     0.384   0.461   0.137
  14.080    0.982     0.384   0.461   0.137
  14.100    0.983     0.385   0.462   0.136
  14.120    0.984     0.385   0.464   0.134
  14.140    0.986     0.386   0.466   0.134
  14.160    0.990     0.386   0.469   0.135
  14.180    0.995     0.387   0.470   0.138
  14.200    1.000     0.387   0.471   0.142
  14.220    1.003     0.387   0.471   0.145
  14.240    1.004     0.387   0.470   0.147
  14.260    1.002     0.387   0.469   0.147
  14.280    1.000     0.387   0.469   0.145
  14.300    0.999     0.387   0.469   0.142
  14.320    0.999     0.388   0.471   0.140
  14.340    1.002     0.389   0.474   0.139
  14.360    1.006     0.390   0.477   0.139
  14.380    1.010     0.391   0.480   0.140
  14.400    1.013     0.391   0.481   0.141
  14.420    1.017     0.391   0.482   0.143
  14.440    1.020     0.391   0.482   0.146
  14.460    1.023     0.391   0.482   0.150
  14.480    1.026     0.391   0.482   0.152
  14.500    1.027     0.391   0.483   0.154
  14.520    1.027     0.391   0.483   0.153
  14.540    1.026     0.391   0.483   0.151
  14.560    1.024     0.391   0.484   0.149
  14.580    1.022     0.391   0.485   0.146
  14.600    1.022     0.391   0.486   0.145
  14.620    1.023     0.391   0.488   0.144
  14.640    1.026     0.391   0.490   0.145
  14.660    1.029     0.391   0.491   0.147
  14.680    1.031     0.391   0.492   0.148
  14.700    1.032     0.391   0.492   0.149
  14.720    1.033     0.390   0.492   0.150
  14.740    1.033     0.390   0.492   0.151
  14.760    1.034     0.389   0.492   0.153
  14.780    1.034     0.389   0.491   0.155
  14.800    1.034     0.388   0.490   0.156
  14.820    1.033     0.388   0.489   0.156
  14.840    1.031     0.388   0.487   0.156
  14.860    1.029     0.387   0.485   0.156
  14.880    1.028     0.387   0.482   0.158
  14.900    1.027     0.387   0.480   0.160
  14.920    1.027     0.387   0.479   0.161
  14.940    1.026     0.387   0.478   0.161
  14.960    1.024     0.387   0.477   0.160
  14.980    1.020     0.386   0.476   0.157
  15.000    1.015     0.386   0.475   0.154
  15.020    1.011     0.386   0.474   0.151
  15.040    1.008     0.385   0.474   0.148
  15.060    1.007     0.385   0.475   0.147
  15.080    1.008     0.385   0.475   0.147
  15.100    1.010     0.385   0.475   0.149
  15.120    1.012     0.386   0.475   0.151
  15.140    1.014     0.386   0.474   0.153
  15.160    1.014     0.386   0.473   0.155
  15.180    1.014     0.386   0.472   0.156
  15.200    1.013     0.386   0.470   0.157
  15.220    1.012     0.386   0.469   0.157
  15.240    1.010     0.385   0.468   0.156
  15.260    1.007     0.384   0.467   0.156
  15.280    1.005     0.384   0.466   0.156
  15.300    1.002     0.383   0.465   0.155
  15.320    1.000     0.383   0.464   0.153
  15.340    0.997     0.383   0.464   0.151
  15.360    0.995     0.382   0.463   0.149
  15.380    0.993     0.381   0.463   0.149
  15.400    0.992     0.381   0.462   0.149
  15.420    0.992     0.380   0.462   0.150
  15.440    0.992     0.379   0.462   0.151
  15.460    0.990     0.379   0.461   0.151
  15.480    0.988     0.378   0.460   0.150
  15.500    0.983     0.378   0.458   0.147
  15.520    0.978     0.378   0.457   0.144
  15.540    0.974     0.378   0.455   0.142
  15.560    0.971     0.378   0.453   0.140
  15.580    0.972     0.378   0.453   0.141
  15.600    0.975     0.378   0.454   0.143
  15.620    0.978     0.378   0.455   0.145
  15.640    0.980     0.378   0.456   0.146
  15.660    0.980     0.378   0.457   0.145
  15.680    0.979     0.378   0.457   0.144
  15.700    0.979     0.378   0.458   0.143
  15.720    0.980     0.377   0.458   0.144
  15.740    0.981     0.378   0.459   0.144
  15.760    0.982     0.378   0.460   0.144
  15.780    0.981     0.379   0.459   0.143
  15.800    0.979     0.379   0.458   0.142
  15.820    0.977     0.380   0.456   0.142
  15.840    0.976     0.380   0.454   0.142
  15.860    0.975     0.379   0.454   0.142
  15.880    0.974     0.379   0.455   0.141
  15.900    0.974     0.378   0.456   0.139
  15.920    0.973     0.378   0.459   0.136
  15.940    0.972     0.378   0.462   0.133
  15.960    0.971     0.378   0.465   0.129
  15.980    0.970     0.378   0.467   0.126
  16.000    0.969     0.378   0.467   0.125
  16.020    0.968     0.378   0.465   0.125
  16.040    0.966     0.378   0.462   0.126
  16.060    0.966     0.378   0.460   0.128
  16.080    0.966     0.379   0.458   0.129
  16.100    0.966     0.379   0.458   0.129
  16.120    0.967     0.379   0.460   0.128
  16.140    0.969     0.380   0.461   0.128
  16.160    0.971     0.380   0.463   0.129
  16.180    0.974     0.380   0.464   0.130
  16.200    0.976     0.380   0.464   0.132
  16.220    0.978     0.381   0.464   0.134
  16.240    0.979     0.381   0.462   0.135
  16.260    0.977     0.381   0.460   0.135
  16.280    0.974     0.382   0.458   0.135
  16.300    0.971     0.382   0.456   0.134
  16.320    0.970     0.383   0.455   0.133
  16.340    0.971     0.383   0.456   0.133
  16.360    0.974     0.383   0.458   0.133
  16.380    0.977     0.382   0.461   0.133
  16.400    0.978     0.382   0.464   0.133
  16.420    0.979     0.381   0.466   0.132
  16.440    0.979     0.381   0.467   0.131
  16.460    0.980     0.382   0.467   0.131
  16.480    0.980     0.383   0.467   0.131
  16.500    0.980     0.384   0.465   0.131
  16.520    0.982     0.386   0.464   0.132
  16.540    0.984     0.388   0.463   0.133
  16.560    0.988     0.389   0.464   0.135
  16.580    0.992     0.390   0.466   0.136
  16.600    0.995     0.391   0.468   0.137
  16.620    0.997     0.391   0.470   0.137
  16.640    0.999     0.390   0.472   0.137
  16.660    1.000     0.390   0.473   0.137
  16.680    1.000     0.389   0.474   0.136
  16.700    0.999     0.389   0.475   0.135
  16.720    0.999     0.389   0.476   0.134
  16.740    0.998     0.389   0.477   0.132
  16.760    0.998     0.389   0.477   0.132
  16.780    1.000     0.389   0.477   0.134
  16.800    1.002     0.388   0.476   0.137
  16.820    1.004     0.388   0.475   0.141
  16.840    1.007     0.388   0.474   0.144
  16.860    1.009     0.388   0.475   0.146
  16.880    1.010     0.388   0.476   0.146
  16.900    1.010     0.388   0.477   0.145
  16.920    1.009     0.388   0.477   0.143
  16.940    1.007     0.388   0.477   0.142
  16.960    1.006     0.388   0.476   0.142
  16.980    1.003     0.387   0.475   0.141
  17.000    1.001     0.387   0.474   0.140
  17.020    0.999     0.387   0.474   0.138
  17.040    0.998     0.387   0.475   0.136
  17.060    0.999     0.387   0.476   0.136
  17.080    1.003     0.387   0.477   0.138
  17.100    1.008     0.387   0.479   0.142
  17.120    1.012     0.386   0.479   0.147
  17.140    1.014     0.386   0.478   0.150
  17.160    1.015     0.386   0.478   0.152
  17.180    1.014     0.385   0.477   0.152
  17.200    1.013     0.385   0.478   0.150
  17.220    1.012     0.385   0.479   0.149
  17.240    1.011     0.385   0.479   0.147
  17.260    1.010     0.385   0.479   0.145
  17.280    1.009     0.385   0.479   0.144
  17.300    1.008     0.386   0.479   0.144
  17.320    1.007     0.386   0.478   0.143
  17.340    1.006     0.386   0.478   0.142
  17.360    1.004     0.386   0.478   0.141
  17.380    1.003     0.386   0.477   0.139
  17.400    1.001     0.385   0.477   0.139
  17.420    1.000     0.385   0.476   0.138
  17.440    1.000     0.385   0.475   0.140
  17.460    1.000     0.385   0.474   0.142
  17.480    1.001     0.384   0.473   0.144
  17.500    1.001     0.384   0.472   0.145
  17.520    1.002     0.384   0.471   0.146
  17.540    1.003     0.384   0.472   0.147
  17.560    1.004     0.384   0.474   0.147
  17.580    1.003     0.383   0.474   0.146
  17.600    1.001     0.383   0.475   0.144
  17.620    0.999     0.382   0.474   0.142
  17.640    0.997     0.382   0.474   0.142
  17.660    0.997     0.381   0.473   0.142
  17.680    0.998     0.381   0.473   0.144
  17.700    0.999     0.381   0.473   0.145
  17.720    0.999     0.381   0.473   0.145
  17.740    0.999     0.381   0.473   0.144
  17.760    0.997     0.381   0.474   0.142
  17.780    0.996     0.381   0.474   0.141
  17.800    0.995     0.381   0.474   0.140
  17.820    0.996     0.381   0.474   0.141
  17.840    0.996     0.381   0.473   0.142
  17.860    0.996     0.382   0.472   0.143
  17.880    0.995     0.382   0.470   0.142
  17.900    0.991     0.382   0.468   0.140
  17.920    0.987     0.383   0.466   0.138
  17.940    0.983     0.382   0.465   0.136
  17.960    0.980     0.382   0.464   0.134
  17.980    0.978     0.381   0.464   0.133
  18.000    0.976     0.380   0.463   0.133
  18.020    0.975     0.379   0.463   0.133
  18.040    0.974     0.379   0.463   0.133
  18.060    0.974     0.378   0.464   0.132
  18.080    0.975     0.378   0.466   0.131
  18.100    0.976     0.378   0.468   0.130
  18.120    0.976     0.379   0.469   0.129
  18.140    0.977     0.379   0.469   0.128
  18.160    0.977     0.380   0.469   0.128
  18.180    0.977     0.381   0.468   0.129
  18.200    0.977     0.381   0.466   0.130
  18.220    0.976     0.382   0.464   0.131
  18.240    0.975     0.381   0.462   0.131
  18.260    0.973     0.381   0.461   0.131
  18.280    0.972     0.380   0.462   0.131
  18.300    0.972     0.379   0.463   0.131
  18.320    0.974     0.378   0.464   0.132
  18.340    0.976     0.378   0.464   0.134
  18.360    0.977     0.378   0.463   0.136
  18.380    0.976     0.378   0.462   0.136
  18.400    0.973     0.379   0.460   0.135
  18.420    0.971     0.379   0.458   0.134
  18.440    0.970     0.380   0.458   0.132
  18.460    0.970     0.381   0.458   0.131
  18.480    0.971     0.381   0.459   0.131
  18.500    0.972     0.381   0.459   0.132
  18.520    0.975     0.381   0.460   0.134
  18.540    0.978     0.381   0.460   0.137
  18.560    0.980     0.381   0.460   0.139
  18.580    0.981     0.381   0.461   0.139
  18.600    0.982     0.382   0.462   0.138
  18.620    0.982     0.382   0.464   0.136
  18.640    0.982     0.382   0.466   0.134
  18.660    0.981     0.382   0.467   0.133
  18.680    0.980     0.382   0.468   0.131
  18.700    0.980     0.382   0.468   0.130
  18.720    0.981     0.382   0.469   0.130
  18.740    0.984     0.383   0.469   0.132
  18.760    0.987     0.383   0.469   0.135
  18.780    0.991     0.384   0.469   0.138
  18.800    0.993     0.384   0.468   0.141
  18.820    0.994     0.384   0.467   0.142
  18.840    0.994     0.385   0.467   0.143
  18.860    0.994     0.385   0.467   0.142
  18.880    0.993     0.385   0.468   0.141
  18.900    0.993     0.386   0.469   0.138
  18.920    0.993     0.386   0.471   0.136
  18.940    0.993     0.387   0.472   0.134
  18.960    0.993     0.387   0.474   0.133
  18.980    0.993     0.386   0.474   0.132
  19.000    0.993     0.385   0.475   0.133
  19.020    0.993     0.385   0.474   0.135
  19.040    0.994     0.384   0.473   0.136
  19.060    0.996     0.385   0.473   0.138
  19.080    0.999     0.386   0.474   0.140
  19.100    1.003     0.386   0.475   0.142
  19.120    1.005     0.387   0.476   0.143
  19.140    1.005     0.387   0.476   0.143
  19.160    1.004     0.386   0.475   0.142
  19.180    1.002     0.386   0.474   0.141
  19.200    1.001     0.386   0.474   0.141
  19.220    1.001     0.385   0.474   0.142
  19.240    1.001     0.385   0.474   0.142
  19.260    1.002     0.385   0.475   0.142
  19.280    1.002     0.385   0.474   0.142
  19.300    1.002     0.385   0.473   0.143
  19.320    1.003     0.386   0.473   0.144
  19.340    1.004     0.386   0.474   0.144
  19.360    1.006     0.387   0.475   0.144
  19.380    1.007     0.387   0.476   0.144
  19.400    1.007     0.387   0.476   0.144
  19.420    1.006     0.387   0.475   0.145
  19.440    1.006     0.386   0.474   0.146
  19.460    1.006     0.386   0.473   0.147
  19.480    1.007     0.385   0.473   0.148
  19.500    1.008     0.385   0.475   0.148
  19.520    1.009     0.386   0.476   0.147
  19.540    1.008     0.386   0.477   0.145
  19.560    1.007     0.387   0.476   0.144
  19.580    1.006     0.387   0.476   0.142
  19.600    1.005     0.388   0.476   0.142
  19.620    1.005     0.387   0.476   0.142
  19.640    1.004     0.387   0.476   0.142
  19.660    1.002     0.386   0.475   0.142
  19.680    0.999     0.385   0.473   0.141
  19.700    0.997     0.385   0.472   0.139
  19.720    0.995     0.384   0.472   0.138
  19.740    0.993     0.384   0.471   0.138
  19.760    0.993     0.384   0.470   0.140
  19.780    0.994     0.384   0.468   0.142
  19.800    0.995     0.384   0.466   0.145
  19.820    0.996     0.384   0.465   0.147
  19.840    0.995     0.384   0.465   0.146
  19.860    0.994     0.384   0.466   0.144
  19.880    0.993     0.384   0.467   0.142
  19.900    0.994     0.384   0.469   0.140
  19.920    0.994     0.384   0.470   0.140
  19.940    0.995     0.384   0.471   0.139
  19.960    0.994     0.383   0.471   0.139
  19.980    0.992     0.382   0.472   0.138
  20.000    0.990     0.381   0.471   0.138
  20.020    0.990     0.380   0.471   0.138
  20.040    0.990     0.380   0.470   0.140
  20.060    0.990     0.380   0.468   0.142
  20.080    0.991     0.381   0.467   0.143
  20.100    0.992     0.382   0.466   0.143
  20.120    0.993     0.383   0.466   0.144
  20.140    0.994     0.384   0.466   0.145
  20.160    0.996     0.384   0.466   0.146
  20.180    0.996     0.384   0.465   0.146
  20.200    0.995     0.384   0.465   0.146
  20.220    0.993     0.384   0.465   0.144
  20.240    0.989     0.383   0.465   0.141
  20.260    0.986     0.382   0.465   0.139
  20.280    0.986     0.382   0.467   0.137
  20.300    0.987     0.382   0.469   0.136
  20.320    0.990     0.382   0.471   0.137
  20.340    0.994     0.382   0.473   0.138
  20.360    0.996     0.382   0.474   0.139
  20.380    0.996     0.383   0.474   0.139
  20.400    0.994     0.383   0.472   0.139
  20.420    0.992     0.383   0.470   0.138
  20.440    0.989     0.383   0.468   0.138
  20.460    0.986     0.382   0.467   0.137
  20.480    0.984     0.382   0.466   0.136
  20.500    0.984     0.382   0.465   0.136
  20.520    0.984     0.382   0.465   0.136
  20.540    0.984     0.382   0.466   0.136
  20.560    0.985     0.382   0.467   0.135
  20.580    0.984     0.383   0.467   0.134
  20.600    0.983     0.383   0.467   0.133
  20.620    0.981     0.384   0.466   0.132
  20.640    0.980     0.384   0.464   0.132
  20.660    0.980     0.384   0.463   0.133
  20.680    0.981     0.384   0.461   0.135
  20.700    0.982     0.384   0.460   0.137
  20.720    0.982     0.384   0.460   0.139
  20.740    0.984     0.384   0.460   0.140
  20.760    0.985     0.383   0.462   0.140
  20.780    0.987     0.383   0.463   0.140
  20.800    0.989     0.383   0.465   0.140
  20.820    0.990     0.383   0.466   0.140
  20.840    0.990     0.383   0.466   0.140
  20.860    0.990     0.384   0.466   0.140
  20.880    0.989     0.384   0.465   0.140
  20.900    0.988     0.383   0.464   0.140
  20.920    0.986     0.383   0.463   0.140
  20.940    0.983     0.383   0.462   0.138
  20.960    0.981     0.383   0.462   0.137
  20.980    0.980     0.383   0.462   0.136
  21.000    0.981     0.383   0.463   0.136
  21.020    0.984     0.383   0.464   0.137
  21.040    0.987     0.383   0.464   0.139
  21.060    0.989     0.383   0.464   0.142
  21.080    0.991     0.384   0.464   0.144
  21.100    0.992     0.384   0.464   0.144
  21.120    0.992     0.385   0.464   0.143
  21.140    0.991     0.385   0.465   0.142
  21.160    0.992     0.385   0.466   0.141
  21.180    0.992     0.385   0.466   0.141
  21.200    0.993     0.385   0.466   0.142
  21.220    0.993     0.385   0.466   0.143
  21.240    0.994     0.384   0.465   0.145
  21.260    0.995     0.384   0.465   0.147
  21.280    0.996     0.383   0.464   0.148
  21.300    0.995     0.383   0.464   0.149
  21.320    0.995     0.383   0.465   0.147
  21.340    0.995     0.383   0.466   0.146
  21.360    0.996     0.383   0.468   0.145
  21.380    0.999     0.384   0.470   0.145
  21.400    1.003     0.384   0.472   0.147
  21.420    1.004     0.384   0.472   0.148
  21.440    1.004     0.384   0.473   0.147
  21.460    1.001     0.384   0.473   0.144
  21.480    0.997     0.384   0.472   0.141
  21.500    0.993     0.384   0.471   0.138
  21.520    0.992     0.384   0.471   0.137
  21.540    0.993     0.385   0.471   0.137
  21.560    0.997     0.385   0.473   0.138
  21.580    1.003     0.386   0.476   0.141
  21.600    1.009     0.386   0.479   0.144
  21.620    1.013     0.386   0.481   0.146
  21.640    1.014     0.386   0.480   0.147
  21.660    1.011     0.386   0.479   0.147
  21.680    1.008     0.385   0.477   0.145
  21.700    1.004     0.385   0.475   0.144
  21.720    1.003     0.385   0.475   0.143
  21.740    1.003     0.385   0.475   0.143
  21.760    1.005     0.386   0.475   0.145
  21.780    1.007     0.386   0.475   0.147
  21.800    1.007     0.386   0.474   0.148
  21.820    1.005     0.386   0.472   0.147
  21.840    1.000     0.386   0.470   0.144
  21.860    0.994     0.385   0.469   0.140
  21.880    0.990     0.384   0.468   0.137
  21.900    0.989     0.384   0.468   0.137
  21.920    0.989     0.384   0.467   0.138
  21.940    0.990     0.383   0.467   0.140
  21.960    0.993     0.383   0.467   0.143
  21.980    0.996     0.383   0.468   0.146
  22.000    1.000     0.383   0.469   0.148
  22.020    1.003     0.384   0.470   0.150
  22.040    1.005     0.385   0.470   0.151
  22.060    1.006     0.386   0.469   0.151
  22.080    1.006     0.386   0.469   0.151
  22.100    1.004     0.386   0.469   0.149
  22.120    1.001     0.386   0.470   0.145
  22.140    0.996     0.385   0.470   0.140
  22.160    0.991     0.385   0.470   0.136
  22.180    0.986     0.385   0.469   0.132
  22.200    0.984     0.385   0.469   0.131
  22.220    0.985     0.384   0.469   0.132
  22.240    0.989     0.384   0.469   0.136
  22.260    0.992     0.384   0.470   0.139
  22.280    0.995     0.384   0.470   0.141
  22.300    0.995     0.384   0.471   0.140
  22.320    0.993     0.384   0.472   0.137
  22.340    0.992     0.384   0.473   0.135
  22.360    0.992     0.384   0.473   0.135
  22.380    0.994     0.384   0.474   0.136
  22.400    0.996     0.384   0.474   0.138
  22.420    0.998     0.385   0.473   0.140
  22.440    0.998     0.385   0.472   0.141
  22.460    0.997     0.385   0.471   0.141
  22.480    0.994     0.385   0.469   0.140
  22.500    0.991     0.385   0.468   0.139
  22.520    0.989     0.385   0.466   0.138
  22.540    0.987     0.384   0.464   0.139
  22.560    0.986     0.384   0.462   0.139
  22.580    0.985     0.383   0.461   0.140
  22.600    0.985     0.383   0.461   0.141
  22.620    0.986     0.382   0.462   0.141
  22.640    0.987     0.382   0.464   0.142
  22.660    0.989     0.382   0.465   0.142
  22.680    0.992     0.382   0.465   0.144
  22.700    0.993     0.383   0.465   0.145
  22.720    0.994     0.383   0.464   0.147
  22.740    0.994     0.383   0.464   0.147
  22.760    0.994     0.383   0.465   0.147
  22.780    0.994     0.383   0.465   0.146
  22.800    0.994     0.383   0.466   0.145
  22.820    0.993     0.382   0.466   0.145
  22.840    0.993     0.382   0.465   0.145
  22.860    0.992     0.382   0.464   0.146
  22.880    0.990     0.381   0.462   0.147
  22.900    0.988     0.381   0.460   0.147
  22.920    0.986     0.381   0.459   0.146
  22.940    0.984     0.381   0.459   0.144
  22.960    0.983     0.381   0.459   0.143
  22.980    0.984     0.381   0.461   0.141
  23.000    0.985     0.382   0.463   0.140
  23.020    0.987     0.382   0.466   0.139
  23.040    0.989     0.382   0.469   0.138
  23.060    0.991     0.382   0.471   0.139
  23.080    0.993     0.382   0.471   0.140
  23.100    0.994     0.382   0.470   0.142
  23.120    0.996     0.382   0.469   0.145
  23.140    0.997     0.383   0.468   0.146
  23.160    0.998     0.383   0.468   0.147
  23.180    0.997     0.384   0.468   0.145
  23.200    0.995     0.384   0.468   0.143
  23.220    0.991     0.385   0.467   0.140
  23.240    0.988     0.385   0.466   0.138
  23.260    0.985     0.385   0.464   0.137
  23.280    0.984     0.385   0.463   0.136
  23.300    0.984     0.384   0.463   0.137
  23.320    0.986     0.384   0.464   0.138
  23.340    0.989     0.383   0.466   0.140
  23.360    0.992     0.383   0.468   0.141
  23.380    0.995     0.383   0.470   0.141
  23.400    0.996     0.383   0.471   0.141
  23.420    0.996     0.383   0.471   0.141
  23.440    0.996     0.383   0.471   0.142
  23.460    0.996     0.383   0.470   0.143
  23.480    0.995     0.383   0.469   0.143
  23.500    0.994     0.384   0.468   0.143
  23.520    0.991     0.384   0.466   0.142
  23.540    0.989     0.384   0.464   0.141
  23.560    0.987     0.384   0.463   0.140
  23.580    0.986     0.384   0.463   0.139
  23.600    0.986     0.385   0.463   0.138
  23.620    0.986     0.385   0.464   0.137
  23.640    0.986     0.385   0.464   0.137
  23.660    0.987     0.384   0.464   0.138
  23.680    0.988     0.384   0.464   0.140
  23.700    0.989     0.384   0.464   0.141
  23.720    0.990     0.384   0.464   0.142
  23.740    0.992     0.384   0.466   0.142
  23.760    0.993     0.384   0.468   0.142
  23.780    0.995     0.384   0.470   0.141
  23.800    0.997     0.384   0.473   0.141
  23.820    0.999     0.383   0.475   0.141
  23.840    1.001     0.383   0.477   0.140
  23.860    1.002     0.384   0.478   0.139
  23.880    1.001     0.384   0.478   0.139
  23.900    1.000     0.384   0.476   0.140
  23.920    1.000     0.385   0.475   0.140
  23.940    0.999     0.385   0.473   0.141
  23.960    0.998     0.385   0.472   0.141
  23.980    0.996     0.385   0.471   0.141
  24.000    0.993     0.384   0.469   0.139
  24.020    0.989     0.384   0.467   0.138
  24.040    0.987     0.383   0.466   0.138
  24.060    0.986     0.383   0.464   0.138
  24.080    0.987     0.384   0.464   0.139
  24.100    0.988     0.384   0.464   0.140
  24.120    0.991     0.384   0.465   0.142
  24.140    0.994     0.384   0.467   0.144
  24.160    0.997     0.384   0.467   0.146
  24.180    0.998     0.383   0.467   0.147
  24.200    0.998     0.383   0.467   0.148
  24.220    0.998     0.382   0.467   0.148
  24.240    0.998     0.382   0.468   0.147
  24.260    0.998     0.383   0.469   0.147
  24.280    0.998     0.383   0.469   0.146
  24.300    0.999     0.383   0.470   0.145
  24.320    1.000     0.384   0.470   0.146
  24.340    1.001     0.384   0.470   0.147
  24.360    1.003     0.385   0.470   0.148
  24.380    1.004     0.385   0.469   0.150
  24.400    1.005     0.385   0.469   0.151
  24.420    1.006     0.385   0.469   0.152
  24.440    1.005     0.385   0.469   0.151
  24.460    1.003     0.385   0.469   0.149
  24.480    0.999     0.384   0.469   0.146
  24.500    0.995     0.384   0.468   0.143
  24.520    0.991     0.384   0.467   0.140
  24.540    0.988     0.384   0.467   0.137
  24.560    0.986     0.384   0.466   0.136
  24.580    0.987     0.385   0.465   0.137
  24.600    0.989     0.385   0.466   0.138
  24.620    0.992     0.385   0.466   0.140
  24.640    0.995     0.385   0.467   0.143
  24.660    0.998     0.385   0.467   0.145
  24.680    1.001     0.385   0.468   0.148
  24.700    1.002     0.385   0.468   0.149
  24.720    1.002     0.385   0.468   0.149
  24.740    1.000     0.384   0.468   0.148
  24.760    0.997     0.384   0.467   0.146
  24.780    0.994     0.384   0.466   0.144
  24.800    0.991     0.383   0.466   0.142
  24.820    0.990     0.383   0.466   0.141
  24.840    0.990     0.383   0.467   0.141
  24.860    0.991     0.383   0.467   0.141
  24.880    0.990     0.383   0.466   0.141
  24.900    0.988     0.383   0.465   0.140
  24.920    0.987     0.383   0.464   0.140
  24.940    0.988     0.383   0.465   0.140
  24.960    0.990     0.384   0.466   0.140
  24.980    0.993     0.383   0.468   0.142
  25.000    0.996     0.383   0.469   0.144
  25.020    0.999     0.383   0.469   0.147
  25.040    1.000     0.383   0.468   0.149
  25.060    1.001     0.383   0.467   0.151
  25.080    1.001     0.384   0.466   0.151
  25.100    1.001     0.384   0.465   0.152
  25.120    1.001     0.384   0.465   0.151
  25.140    1.000     0.384   0.465   0.151
  25.160    0.999     0.384   0.466   0.150
  25.180    0.998     0.383   0.466   0.149
  25.200    0.999     0.383   0.468   0.148
  25.220    1.001     0.383   0.469   0.149
  25.240    1.004     0.384   0.470   0.150
  25.260    1.007     0.384   0.471   0.152
  25.280    1.009     0.384   0.471   0.154
  25.300    1.010     0.384   0.470   0.155
  25.320    1.008     0.384   0.468   0.156
  25.340    1.005     0.384   0.466   0.155
  25.360    1.003     0.384   0.465   0.155
  25.380    1.003     0.383   0.466   0.154
  25.400    1.003     0.382   0.468   0.153
  25.420    1.004     0.382   0.470   0.152
  25.440    1.003     0.382   0.471   0.149
  25.460    1.001     0.383   0.469   0.148
  25.480    0.999     0.383   0.467   0.149
  25.500    0.998     0.384   0.464   0.150
  25.520    0.997     0.384   0.462   0.150
  25.540    0.995     0.385   0.461   0.149
  25.560    0.994     0.385   0.461   0.147
  25.580    0.993     0.385   0.462   0.145
  25.600    0.993     0.385   0.464   0.144
  25.620    0.996     0.385   0.466   0.145
  25.640    0.998     0.384   0.467   0.147
  25.660    1.000     0.383   0.469   0.148
  25.680    1.001     0.383   0.470   0.148
  25.700    1.001     0.383   0.470   0.147
  25.720    1.000     0.383   0.470   0.146
